"COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Argentina","Net errors and omissions, Net (credits less debits), Adjusted using IMF accounting records","US dollar","Annual","2009","-628413867.151266","Millions"
"Argentina","Net errors and omissions, Net (credits less debits), Adjusted using IMF accounting records","US dollar","Annual","2010","-2258202603.431779","Millions"
"Argentina","Net errors and omissions, Net (credits less debits), Adjusted using IMF accounting records","US dollar","Annual","2011","26329516.896985","Millions"
"Argentina","Net errors and omissions, Net (credits less debits), Adjusted using IMF accounting records","US dollar","Annual","2012","-697382313.488819","Millions"
"Argentina","Net errors and omissions, Net (credits less debits), Adjusted using IMF accounting records","US dollar","Annual","2013","-3074053932.232209","Millions"
"Argentina","Net errors and omissions, Net (credits less debits), Adjusted using IMF accounting records","US dollar","Annual","2014","-199033307.087326","Millions"
"Argentina","Net errors and omissions, Net (credits less debits), Adjusted using IMF accounting records","US dollar","Annual","2015","-926926174.532385","Millions"
"Argentina","Net errors and omissions, Net (credits less debits), Adjusted using IMF accounting records","US dollar","Annual","2016","788390060.29614","Millions"
"Argentina","Net errors and omissions, Net (credits less debits), Adjusted using IMF accounting records","US dollar","Annual","2017","-318508527.67959","Millions"
"Argentina","Net errors and omissions, Net (credits less debits), Adjusted using IMF accounting records","US dollar","Annual","2018","-1158066718.78728","Millions"
"Argentina","Net errors and omissions, Net (credits less debits), Adjusted using IMF accounting records","US dollar","Annual","2019","-1878601526.96516","Millions"
"Argentina","Net errors and omissions, Net (credits less debits), Adjusted using IMF accounting records","US dollar","Annual","2020","-676751141.52399","Millions"
"Argentina","Net errors and omissions, Net (credits less debits), Adjusted using IMF accounting records","US dollar","Annual","2021","-2997250852.065326","Millions"
"Argentina","Net errors and omissions, Net (credits less debits), Adjusted using IMF accounting records","US dollar","Annual","2022","-3624052845.041875","Millions"
"Argentina","Net errors and omissions, Net (credits less debits), Adjusted using IMF accounting records","US dollar","Annual","2023","-5916613963.341467","Millions"
"Argentina","International investment position, Net (assets less liabilities), Adjusted using IMF accounting records","US dollar","Annual","2005","20833348933.48127","Millions"
"Argentina","International investment position, Net (assets less liabilities), Adjusted using IMF accounting records","US dollar","Annual","2006","5974469375.012884","Millions"
"Argentina","International investment position, Net (assets less liabilities), Adjusted using IMF accounting records","US dollar","Annual","2007","20193000874.35873","Millions"
"Argentina","International investment position, Net (assets less liabilities), Adjusted using IMF accounting records","US dollar","Annual","2008","52631232742.30617","Millions"
"Argentina","International investment position, Net (assets less liabilities), Adjusted using IMF accounting records","US dollar","Annual","2009","42023211269.52095","Millions"
"Argentina","International investment position, Net (assets less liabilities), Adjusted using IMF accounting records","US dollar","Annual","2010","37510399679.09423","Millions"
"Argentina","International investment position, Net (assets less liabilities), Adjusted using IMF accounting records","US dollar","Annual","2011","47254951095.91231","Millions"
"Argentina","International investment position, Net (assets less liabilities), Adjusted using IMF accounting records","US dollar","Annual","2012","57376115586.33124","Millions"
"Argentina","International investment position, Net (assets less liabilities), Adjusted using IMF accounting records","US dollar","Annual","2013","60683150809.77806","Millions"
"Argentina","International investment position, Net (assets less liabilities), Adjusted using IMF accounting records","US dollar","Annual","2014","54355249977.03733","Millions"
"Argentina","International investment position, Net (assets less liabilities), Adjusted using IMF accounting records","US dollar","Annual","2015","56026263441.7121","Millions"
"Argentina","International investment position, Net (assets less liabilities), Adjusted using IMF accounting records","US dollar","Annual","2016","47599867197.14734","Millions"
"Argentina","International investment position, Net (assets less liabilities), Adjusted using IMF accounting records","US dollar","Annual","2017","16855403424.26475","Millions"
"Argentina","International investment position, Net (assets less liabilities), Adjusted using IMF accounting records","US dollar","Annual","2018","65079633428.65558","Millions"
"Argentina","International investment position, Net (assets less liabilities), Adjusted using IMF accounting records","US dollar","Annual","2019","112688627938.6774","Millions"
"Argentina","International investment position, Net (assets less liabilities), Adjusted using IMF accounting records","US dollar","Annual","2020","122824127056.8315","Millions"
"Argentina","International investment position, Net (assets less liabilities), Adjusted using IMF accounting records","US dollar","Annual","2021","124437069068.0823","Millions"
"Argentina","International investment position, Net (assets less liabilities), Adjusted using IMF accounting records","US dollar","Annual","2022","123151196084.3003","Millions"
"Argentina","International investment position, Net (assets less liabilities), Adjusted using IMF accounting records","US dollar","Annual","2023","108438435670.9744","Millions"
"Argentina","Total current account credit/revenue, Credit/Revenue","US dollar","Annual","2005","52429240000","Millions"
"Argentina","Total current account credit/revenue, Credit/Revenue","US dollar","Annual","2006","62010749471.534","Millions"
"Argentina","Total current account credit/revenue, Credit/Revenue","US dollar","Annual","2007","74854711636.7406","Millions"
"Argentina","Total current account credit/revenue, Credit/Revenue","US dollar","Annual","2008","89619169759.6317","Millions"
"Argentina","Total current account credit/revenue, Credit/Revenue","US dollar","Annual","2009","72209857906.6916","Millions"
"Argentina","Total current account credit/revenue, Credit/Revenue","US dollar","Annual","2010","86303269963.5097","Millions"
"Argentina","Total current account credit/revenue, Credit/Revenue","US dollar","Annual","2011","103481731110.6067","Millions"
"Argentina","Total current account credit/revenue, Credit/Revenue","US dollar","Annual","2012","99047330346.0255","Millions"
"Argentina","Total current account credit/revenue, Credit/Revenue","US dollar","Annual","2013","94929803038.5642","Millions"
"Argentina","Total current account credit/revenue, Credit/Revenue","US dollar","Annual","2014","87434362879.2583","Millions"
"Argentina","Total current account credit/revenue, Credit/Revenue","US dollar","Annual","2015","74945664821.1306","Millions"
"Argentina","Total current account credit/revenue, Credit/Revenue","US dollar","Annual","2016","77031076205.4597","Millions"
"Argentina","Total current account credit/revenue, Credit/Revenue","US dollar","Annual","2017","80791952031.8999","Millions"
"Argentina","Total current account credit/revenue, Credit/Revenue","US dollar","Annual","2018","86404768249.3114","Millions"
"Argentina","Total current account credit/revenue, Credit/Revenue","US dollar","Annual","2019","88821184920.1761","Millions"
"Argentina","Total current account credit/revenue, Credit/Revenue","US dollar","Annual","2020","70589064237.7412","Millions"
"Argentina","Total current account credit/revenue, Credit/Revenue","US dollar","Annual","2021","93022850504.3979","Millions"
"Argentina","Total current account credit/revenue, Credit/Revenue","US dollar","Annual","2022","110269102198.7548","Millions"
"Argentina","Total current account credit/revenue, Credit/Revenue","US dollar","Annual","2023","92569804996.9055","Millions"
"Argentina","Total capital account debit/expenditure, Debit/Expenditure","US dollar","Annual","2005","3800000","Millions"
"Argentina","Total capital account debit/expenditure, Debit/Expenditure","US dollar","Annual","2006","9414124","Millions"
"Argentina","Total capital account debit/expenditure, Debit/Expenditure","US dollar","Annual","2007","19750098","Millions"
"Argentina","Total capital account debit/expenditure, Debit/Expenditure","US dollar","Annual","2008","21196638","Millions"
"Argentina","Total capital account debit/expenditure, Debit/Expenditure","US dollar","Annual","2009","8103777","Millions"
"Argentina","Total capital account debit/expenditure, Debit/Expenditure","US dollar","Annual","2010","14194238","Millions"
"Argentina","Total capital account debit/expenditure, Debit/Expenditure","US dollar","Annual","2011","8955000","Millions"
"Argentina","Total capital account debit/expenditure, Debit/Expenditure","US dollar","Annual","2012","24317091","Millions"
"Argentina","Total capital account debit/expenditure, Debit/Expenditure","US dollar","Annual","2013","21998650","Millions"
"Argentina","Total capital account debit/expenditure, Debit/Expenditure","US dollar","Annual","2014","16333154","Millions"
"Argentina","Total capital account debit/expenditure, Debit/Expenditure","US dollar","Annual","2015","32424565","Millions"
"Argentina","Total capital account debit/expenditure, Debit/Expenditure","US dollar","Annual","2016","46868415.6305242","Millions"
"Argentina","Total capital account debit/expenditure, Debit/Expenditure","US dollar","Annual","2017","42621996.99","Millions"
"Argentina","Total capital account debit/expenditure, Debit/Expenditure","US dollar","Annual","2018","52061115.89636362","Millions"
"Argentina","Total capital account debit/expenditure, Debit/Expenditure","US dollar","Annual","2019","57077533.6054721","Millions"
"Argentina","Total capital account debit/expenditure, Debit/Expenditure","US dollar","Annual","2020","17374728.83521934","Millions"
"Argentina","Total capital account debit/expenditure, Debit/Expenditure","US dollar","Annual","2021","21757511.30715034","Millions"
"Argentina","Total capital account debit/expenditure, Debit/Expenditure","US dollar","Annual","2022","46713500.42641488","Millions"
"Argentina","Total capital account debit/expenditure, Debit/Expenditure","US dollar","Annual","2023","80145112.9808","Millions"
"Argentina","Other investment, Net incurrence of liabilities, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2005","-2182511057.279708","Millions"
"Argentina","Other investment, Net incurrence of liabilities, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2006","-11021743912.66263","Millions"
"Argentina","Other investment, Net incurrence of liabilities, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2007","5874646270.226236","Millions"
"Argentina","Other investment, Net incurrence of liabilities, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2008","6182611381.085553","Millions"
"Argentina","Other investment, Net incurrence of liabilities, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2009","903879074.909772","Millions"
"Argentina","Other investment, Net incurrence of liabilities, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2010","2334076588.452639","Millions"
"Argentina","Other investment, Net incurrence of liabilities, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2011","11018754506.43523","Millions"
"Argentina","Other investment, Net incurrence of liabilities, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2012","-2005511527.68491","Millions"
"Argentina","Other investment, Net incurrence of liabilities, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2013","-1162863863.013752","Millions"
"Argentina","Other investment, Net incurrence of liabilities, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2014","10964217518.6329","Millions"
"Argentina","Other investment, Net incurrence of liabilities, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2015","11059540866.59886","Millions"
"Argentina","Other investment, Net incurrence of liabilities, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2016","-5542203374.74742","Millions"
"Argentina","Other investment, Net incurrence of liabilities, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2017","11955780116.43595","Millions"
"Argentina","Other investment, Net incurrence of liabilities, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2018","48065003948.72727","Millions"
"Argentina","Other investment, Net incurrence of liabilities, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2019","16930858168.11252","Millions"
"Argentina","Other investment, Net incurrence of liabilities, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2020","-3676337455.270287","Millions"
"Argentina","Other investment, Net incurrence of liabilities, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2021","1180147903.351025","Millions"
"Argentina","Other investment, Net incurrence of liabilities, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2022","15637597542.59046","Millions"
"Argentina","Other investment, Net incurrence of liabilities, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2023","4959412601.758819","Millions"
"Argentina","Direct investment, Net acquisition of financial assets, Assets","US dollar","Annual","2005","1311060000","Millions"
"Argentina","Direct investment, Net acquisition of financial assets, Assets","US dollar","Annual","2006","2438720720.560972","Millions"
"Argentina","Direct investment, Net acquisition of financial assets, Assets","US dollar","Annual","2007","1504232961.344574","Millions"
"Argentina","Direct investment, Net acquisition of financial assets, Assets","US dollar","Annual","2008","1390934588.877563","Millions"
"Argentina","Direct investment, Net acquisition of financial assets, Assets","US dollar","Annual","2009","711546403.745669","Millions"
"Argentina","Direct investment, Net acquisition of financial assets, Assets","US dollar","Annual","2010","964760680.3918078","Millions"
"Argentina","Direct investment, Net acquisition of financial assets, Assets","US dollar","Annual","2011","1488000000","Millions"
"Argentina","Direct investment, Net acquisition of financial assets, Assets","US dollar","Annual","2012","1054849578.056327","Millions"
"Argentina","Direct investment, Net acquisition of financial assets, Assets","US dollar","Annual","2013","889972858.7270914","Millions"
"Argentina","Direct investment, Net acquisition of financial assets, Assets","US dollar","Annual","2014","1920541433.105045","Millions"
"Argentina","Direct investment, Net acquisition of financial assets, Assets","US dollar","Annual","2015","875233227.354258","Millions"
"Argentina","Direct investment, Net acquisition of financial assets, Assets","US dollar","Annual","2016","1786530934.748045","Millions"
"Argentina","Direct investment, Net acquisition of financial assets, Assets","US dollar","Annual","2017","1155630218.024527","Millions"
"Argentina","Direct investment, Net acquisition of financial assets, Assets","US dollar","Annual","2018","1725981572.705709","Millions"
"Argentina","Direct investment, Net acquisition of financial assets, Assets","US dollar","Annual","2019","1522728151.795323","Millions"
"Argentina","Direct investment, Net acquisition of financial assets, Assets","US dollar","Annual","2020","1177176908.605458","Millions"
"Argentina","Direct investment, Net acquisition of financial assets, Assets","US dollar","Annual","2021","1543861737.758866","Millions"
"Argentina","Direct investment, Net acquisition of financial assets, Assets","US dollar","Annual","2022","2089836583.056694","Millions"
"Argentina","Direct investment, Net acquisition of financial assets, Assets","US dollar","Annual","2023","2961341859.637553","Millions"
"Argentina","Total current account debit/expenditure, Debit/Expenditure","US dollar","Annual","2005","47155490000","Millions"
"Argentina","Total current account debit/expenditure, Debit/Expenditure","US dollar","Annual","2006","55511946951.3295","Millions"
"Argentina","Total current account debit/expenditure, Debit/Expenditure","US dollar","Annual","2007","68806173743.8539","Millions"
"Argentina","Total current account debit/expenditure, Debit/Expenditure","US dollar","Annual","2008","84197963431.0217","Millions"
"Argentina","Total current account debit/expenditure, Debit/Expenditure","US dollar","Annual","2009","64955742222.7546","Millions"
"Argentina","Total current account debit/expenditure, Debit/Expenditure","US dollar","Annual","2010","87926265834.7604","Millions"
"Argentina","Total current account debit/expenditure, Debit/Expenditure","US dollar","Annual","2011","108821912303.0019","Millions"
"Argentina","Total current account debit/expenditure, Debit/Expenditure","US dollar","Annual","2012","101185370706.4584","Millions"
"Argentina","Total current account debit/expenditure, Debit/Expenditure","US dollar","Annual","2013","108054176824.4275","Millions"
"Argentina","Total current account debit/expenditure, Debit/Expenditure","US dollar","Annual","2014","96613389146.1338","Millions"
"Argentina","Total current account debit/expenditure, Debit/Expenditure","US dollar","Annual","2015","92567649989.3405","Millions"
"Argentina","Total current account debit/expenditure, Debit/Expenditure","US dollar","Annual","2016","92135862730.02","Millions"
"Argentina","Total current account debit/expenditure, Debit/Expenditure","US dollar","Annual","2017","111943303782.6623","Millions"
"Argentina","Total current account debit/expenditure, Debit/Expenditure","US dollar","Annual","2018","113488374700.3683","Millions"
"Argentina","Total current account debit/expenditure, Debit/Expenditure","US dollar","Annual","2019","92313664501.2605","Millions"
"Argentina","Total current account debit/expenditure, Debit/Expenditure","US dollar","Annual","2020","67900702232.218","Millions"
"Argentina","Total current account debit/expenditure, Debit/Expenditure","US dollar","Annual","2021","86398065312.0499","Millions"
"Argentina","Total current account debit/expenditure, Debit/Expenditure","US dollar","Annual","2022","114324148715.667","Millions"
"Argentina","Total current account debit/expenditure, Debit/Expenditure","US dollar","Annual","2023","113525337694.4419","Millions"
"Argentina","Financial account balance (assets less liabilities), Net (net acquisition of financial assets less net incurrence of liabilities), Adjusted using IMF accounting records","US dollar","Annual","2005","5698508111.032699","Millions"
"Argentina","Financial account balance (assets less liabilities), Net (net acquisition of financial assets less net incurrence of liabilities), Adjusted using IMF accounting records","US dollar","Annual","2006","7544425748.677207","Millions"
"Argentina","Financial account balance (assets less liabilities), Net (net acquisition of financial assets less net incurrence of liabilities), Adjusted using IMF accounting records","US dollar","Annual","2007","5900295676.772331","Millions"
"Argentina","Financial account balance (assets less liabilities), Net (net acquisition of financial assets less net incurrence of liabilities), Adjusted using IMF accounting records","US dollar","Annual","2008","6555405937.891757","Millions"
"Argentina","Financial account balance (assets less liabilities), Net (net acquisition of financial assets less net incurrence of liabilities), Adjusted using IMF accounting records","US dollar","Annual","2009","6705686044.770477","Millions"
"Argentina","Financial account balance (assets less liabilities), Net (net acquisition of financial assets less net incurrence of liabilities), Adjusted using IMF accounting records","US dollar","Annual","2010","-3802720589.945704","Millions"
"Argentina","Financial account balance (assets less liabilities), Net (net acquisition of financial assets less net incurrence of liabilities), Adjusted using IMF accounting records","US dollar","Annual","2011","-5251127829.274643","Millions"
"Argentina","Financial account balance (assets less liabilities), Net (net acquisition of financial assets less net incurrence of liabilities), Adjusted using IMF accounting records","US dollar","Annual","2012","-2787538629.352956","Millions"
"Argentina","Financial account balance (assets less liabilities), Net (net acquisition of financial assets less net incurrence of liabilities), Adjusted using IMF accounting records","US dollar","Annual","2013","-16165014844.37706","Millions"
"Argentina","Financial account balance (assets less liabilities), Net (net acquisition of financial assets less net incurrence of liabilities), Adjusted using IMF accounting records","US dollar","Annual","2014","-9321262468.829106","Millions"
"Argentina","Financial account balance (assets less liabilities), Net (net acquisition of financial assets less net incurrence of liabilities), Adjusted using IMF accounting records","US dollar","Annual","2015","-18496982142.97389","Millions"
"Argentina","Financial account balance (assets less liabilities), Net (net acquisition of financial assets less net incurrence of liabilities), Adjusted using IMF accounting records","US dollar","Annual","2016","-13950581879.52651","Millions"
"Argentina","Financial account balance (assets less liabilities), Net (net acquisition of financial assets less net incurrence of liabilities), Adjusted using IMF accounting records","US dollar","Annual","2017","-31296814996.04616","Millions"
"Argentina","Financial account balance (assets less liabilities), Net (net acquisition of financial assets less net incurrence of liabilities), Adjusted using IMF accounting records","US dollar","Annual","2018","-28130597651.80529","Millions"
"Argentina","Financial account balance (assets less liabilities), Net (net acquisition of financial assets less net incurrence of liabilities), Adjusted using IMF accounting records","US dollar","Annual","2019","-5087133807.65148","Millions"
"Argentina","Financial account balance (assets less liabilities), Net (net acquisition of financial assets less net incurrence of liabilities), Adjusted using IMF accounting records","US dollar","Annual","2020","2176373337.552461","Millions"
"Argentina","Financial account balance (assets less liabilities), Net (net acquisition of financial assets less net incurrence of liabilities), Adjusted using IMF accounting records","US dollar","Annual","2021","3880522360.49049","Millions"
"Argentina","Financial account balance (assets less liabilities), Net (net acquisition of financial assets less net incurrence of liabilities), Adjusted using IMF accounting records","US dollar","Annual","2022","-7486381830.785524","Millions"
"Argentina","Financial account balance (assets less liabilities), Net (net acquisition of financial assets less net incurrence of liabilities), Adjusted using IMF accounting records","US dollar","Annual","2023","-26700793481.29894","Millions"
"Argentina","Goods and services, Credit/Revenue","Percent of GDP","Annual","2005","23.37338816606545",""
"Argentina","Goods and services, Credit/Revenue","Percent of GDP","Annual","2006","23.26388756460479",""
"Argentina","Goods and services, Credit/Revenue","Percent of GDP","Annual","2007","22.82006241529984",""
"Argentina","Goods and services, Credit/Revenue","Percent of GDP","Annual","2008","22.31228436571805",""
"Argentina","Goods and services, Credit/Revenue","Percent of GDP","Annual","2009","19.72164497747768",""
"Argentina","Goods and services, Credit/Revenue","Percent of GDP","Annual","2010","19.0211978628403",""
"Argentina","Goods and services, Credit/Revenue","Percent of GDP","Annual","2011","18.41274804609177",""
"Argentina","Goods and services, Credit/Revenue","Percent of GDP","Annual","2012","16.22389840804615",""
"Argentina","Goods and services, Credit/Revenue","Percent of GDP","Annual","2013","14.61043233222492",""
"Argentina","Goods and services, Credit/Revenue","Percent of GDP","Annual","2014","14.43202341534192",""
"Argentina","Goods and services, Credit/Revenue","Percent of GDP","Annual","2015","10.85784107788905",""
"Argentina","Goods and services, Credit/Revenue","Percent of GDP","Annual","2016","12.80367771369823",""
"Argentina","Goods and services, Credit/Revenue","Percent of GDP","Annual","2017","11.52343120915445",""
"Argentina","Goods and services, Credit/Revenue","Percent of GDP","Annual","2018","14.69897901193266",""
"Argentina","Goods and services, Credit/Revenue","Percent of GDP","Annual","2019","17.85899409998097",""
"Argentina","Goods and services, Credit/Revenue","Percent of GDP","Annual","2020","16.70481703294622",""
"Argentina","Goods and services, Credit/Revenue","Percent of GDP","Annual","2021","17.99872144510779",""
"Argentina","Goods and services, Credit/Revenue","Percent of GDP","Annual","2022","16.26579383162761",""
"Argentina","Goods and services, Credit/Revenue","Percent of GDP","Annual","2023","12.83856082051769",""
"Argentina","Current account balance (credit less debit), Net (credits less debits)","Percent of GDP","Annual","2005","2.62869687397518",""
"Argentina","Current account balance (credit less debit), Net (credits less debits)","Percent of GDP","Annual","2006","2.772630262844579",""
"Argentina","Current account balance (credit less debit), Net (credits less debits)","Percent of GDP","Annual","2007","2.087465429607888",""
"Argentina","Current account balance (credit less debit), Net (credits less debits)","Percent of GDP","Annual","2008","1.482644379105944",""
"Argentina","Current account balance (credit less debit), Net (credits less debits)","Percent of GDP","Annual","2009","2.156656194606047",""
"Argentina","Current account balance (credit less debit), Net (credits less debits)","Percent of GDP","Annual","2010","-0.3805495281438086",""
"Argentina","Current account balance (credit less debit), Net (credits less debits)","Percent of GDP","Annual","2011","-1.00728072769792",""
"Argentina","Current account balance (credit less debit), Net (credits less debits)","Percent of GDP","Annual","2012","-0.3677204675367372",""
"Argentina","Current account balance (credit less debit), Net (credits less debits)","Percent of GDP","Annual","2013","-2.139904004505193",""
"Argentina","Current account balance (credit less debit), Net (credits less debits)","Percent of GDP","Annual","2014","-1.61873276439366",""
"Argentina","Current account balance (credit less debit), Net (credits less debits)","Percent of GDP","Annual","2015","-2.732500760717756",""
"Argentina","Current account balance (credit less debit), Net (credits less debits)","Percent of GDP","Annual","2016","-2.709221718251158",""
"Argentina","Current account balance (credit less debit), Net (credits less debits)","Percent of GDP","Annual","2017","-4.839959193837716",""
"Argentina","Current account balance (credit less debit), Net (credits less debits)","Percent of GDP","Annual","2018","-5.160552572348943",""
"Argentina","Current account balance (credit less debit), Net (credits less debits)","Percent of GDP","Annual","2019","-0.7799984475599834",""
"Argentina","Current account balance (credit less debit), Net (credits less debits)","Percent of GDP","Annual","2020","0.696935348706365",""
"Argentina","Current account balance (credit less debit), Net (credits less debits)","Percent of GDP","Annual","2021","1.361544261747751",""
"Argentina","Current account balance (credit less debit), Net (credits less debits)","Percent of GDP","Annual","2022","-0.6408204347967763",""
"Argentina","Current account balance (credit less debit), Net (credits less debits)","Percent of GDP","Annual","2023","-3.243512556513363",""
"Argentina","Goods and services, Debit/Expenditure","Percent of GDP","Annual","2005","17.34453450329378",""
"Argentina","Goods and services, Debit/Expenditure","Percent of GDP","Annual","2006","17.60384564606281",""
"Argentina","Goods and services, Debit/Expenditure","Percent of GDP","Annual","2007","18.48171625705158",""
"Argentina","Goods and services, Debit/Expenditure","Percent of GDP","Annual","2008","18.66367480974558",""
"Argentina","Goods and services, Debit/Expenditure","Percent of GDP","Annual","2009","14.77074458342672",""
"Argentina","Goods and services, Debit/Expenditure","Percent of GDP","Annual","2010","16.12696933049655",""
"Argentina","Goods and services, Debit/Expenditure","Percent of GDP","Annual","2011","16.67771058668908",""
"Argentina","Goods and services, Debit/Expenditure","Percent of GDP","Annual","2012","14.34169909814685",""
"Argentina","Goods and services, Debit/Expenditure","Percent of GDP","Annual","2013","14.72353566997336",""
"Argentina","Goods and services, Debit/Expenditure","Percent of GDP","Annual","2014","14.27327595903883",""
"Argentina","Goods and services, Debit/Expenditure","Percent of GDP","Annual","2015","11.88128474589106",""
"Argentina","Goods and services, Debit/Expenditure","Percent of GDP","Annual","2016","13.52749194759409",""
"Argentina","Goods and services, Debit/Expenditure","Percent of GDP","Annual","2017","13.87610890050646",""
"Argentina","Goods and services, Debit/Expenditure","Percent of GDP","Annual","2018","16.54313461782224",""
"Argentina","Goods and services, Debit/Expenditure","Percent of GDP","Annual","2019","14.86839444109332",""
"Argentina","Goods and services, Debit/Expenditure","Percent of GDP","Annual","2020","13.56944106635881",""
"Argentina","Goods and services, Debit/Expenditure","Percent of GDP","Annual","2021","14.91683048731934",""
"Argentina","Goods and services, Debit/Expenditure","Percent of GDP","Annual","2022","15.39201849934939",""
"Argentina","Goods and services, Debit/Expenditure","Percent of GDP","Annual","2023","14.2861858501635",""
